Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_ XII_Percentage,Father_occupation,Mother_occupation
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,COLLEGE_TEACHER
Vg,male,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Vg,male,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER
Vg,female,General,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,female,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS
Vg,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,CULTIVATOR
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,male,OBC,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,CULTIVATOR,SCHOOL_TEACHER
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,BUSINESS
Vg,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Vg,male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Vg,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,SCHOOL_TEACHER
Vg,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE
Vg,female,General,WA,THREE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Vg,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,SCHOOL_TEACHER
Vg,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,ENGINEER
Vg,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Vg,male,OBC,NO,FOUR,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,OBC,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS
Vg,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER
Vg,male,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Vg,female,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,DOCTOR,DOCTOR
Vg,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,female,OBC,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Vg,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,BUSINESS,HOUSE_WIFE
Vg,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS
Vg,female,SC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Vg,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Vg,male,OBC,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,ENGINEER
Vg,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,DOCTOR
Vg,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Vg,male,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Vg,female,General,WA,TWO,OTHERS,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE
Vg,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,HOUSE_WIFE
Vg,female,General,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,ENGINEER
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Vg,male,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,male,General,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Vg,male,General,WA,TWO,CBSE,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Vg,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Vg,female,OBC,NO,ONE,CBSE,CBSE,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER
Vg,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Vg,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE
Vg,male,SC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Vg,male,SC,WA,ONE,OTHERS,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Vg,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Excellent,ENGINEER,HOUSE_WIFE
Vg,female,OBC,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Vg,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,SC,OA,TWO,SEBA,CBSE,OTHERS,Vg,Good,OTHERS,HOUSE_WIFE
Good,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,NO,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,SC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,General,WA,ONE,OTHERS,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,DOCTOR
Good,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Average,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,female,General,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,male,OBC,OA,FOUR,SEBA,OTHERS,ENGLISH,Vg,Average,COLLEGE_TEACHER,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,OA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Vg,BUSINESS,HOUSE_WIFE
Good,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER
Good,male,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,General,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,BUSINESS,HOUSE_WIFE
Good,male,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,SC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,female,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,OTHERS
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER
Good,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Good,female,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Good,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,OTHERS
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,OBC,OA,THREE,CBSE,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,DOCTOR
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE
Good,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,OBC,NO,FIVE,SEBA,AHSEC,OTHERS,Good,Average,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS
Good,male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,SEVEN,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Good,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,HOUSE_WIFE
Good,female,OBC,WA,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Good,female,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,General,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,OTHERS
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,female,OBC,WA,THREE,SEBA,AHSEC,OTHERS,Good,Good,BUSINESS,HOUSE_WIFE
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,FOUR,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE
Good,female,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,OTHERS
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,male,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,male,OBC,NO,THREE,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,Excellent,Vg,DOCTOR,OTHERS
Good,female,General,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,SC,NO,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,female,General,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Good,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,General,NO,TWO,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,OBC,WA,ONE,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,male,SC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Good,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE
Good,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,male,General,WA,TWO,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,male,SC,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,male,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Good,male,General,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,SCHOOL_TEACHER
Good,male,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,male,General,NO,TWO,SEBA,AHSEC,OTHERS,Vg,Vg,BUSINESS,HOUSE_WIFE
Good,male,General,WA,FOUR,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,General,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Good,female,General,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS
Good,female,General,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,male,General,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,male,General,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,female,SC,WA,ONE,OTHERS,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,General,NO,TWO,SEBA,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,DOCTOR,SCHOOL_TEACHER
Good,male,General,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
Good,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,HOUSE_WIFE
Good,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,General,WA,ONE,OTHERS,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,male,General,WA,THREE,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,General,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,BUSINESS,OTHERS
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Good,male,General,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,ST,NO,ONE,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,OA,ONE,OTHERS,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Good,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,SCHOOL_TEACHER
Good,female,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
